Name,Team,NOC,Season,Year,City,Sport,Event,Medal
Lzaro Martnez Despaigne,Cuba,CUB,Summer,1992,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Lorenzo Martnez Cordero,Cuba,CUB,Summer,1976,Montreal,Volleyball,Volleyball Men's Volleyball,Bronze
Luis Felipe Martnez Snchez,Cuba,CUB,Summer,1976,Montreal,Boxing,Boxing Men's Middleweight,Bronze
Manuel Martnez Gutirrez,Spain,ESP,Summer,2004,Athina,Athletics,Athletics Men's Shot Put,Bronze
"Mara Isabel ""Maribel"" Martnez de Murgua Embara",Spain,ESP,Summer,1992,Barcelona,Hockey,Hockey Women's Hockey,Gold
Mario Alvarez Martinez,United States,USA,Summer,1984,Los Angeles,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Mayvelis A. Martnez Aldm,Cuba,CUB,Summer,2004,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
Miguel Martinez,France,FRA,Summer,1996,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
Miguel Martinez,France,FRA,Summer,2000,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
Orlando Martnez Romero,Cuba,CUB,Summer,1972,Munich,Boxing,Boxing Men's Bantamweight,Gold
Yurberjen Herney Martnez Rivas,Colombia,COL,Summer,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Silver
Johan Reidar Martiniuson,Sildra-1,NOR,Summer,1920,Antwerpen,Sailing,Sailing Mixed 8 metres,Gold
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 50 metres Freestyle,Bronze
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,Bronze
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,Bronze
"Angelina L. ""Angel"" Martino (Myers-, -Sims)",United States,USA,Summer,1996,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Francesco Martino,Italy,ITA,Summer,1924,Paris,Gymnastics,Gymnastics Men's Team All-Around,Gold
Francesco Martino,Italy,ITA,Summer,1924,Paris,Gymnastics,Gymnastics Men's Rings,Gold
"Branislav ""Branko"" Martinovi",Yugoslavia,YUG,Summer,1960,Roma,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
"Branislav ""Branko"" Martinovi",Yugoslavia,YUG,Summer,1964,Tokyo,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
Glafira Sergeyevna Martinovich,Belarus,BLR,Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
Hlder Henrique de Souza Martins,Portugal,POR,Summer,1924,Paris,Equestrianism,"Equestrianism Men's Jumping, Team",Bronze
Alf Werner Martinsen,Norway,NOR,Summer,1936,Berlin,Football,Football Men's Football,Bronze
Petter (Peter-) Marentius Martinsen,Norway,NOR,Summer,1912,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Simon Martirosyan,Armenia,ARM,Summer,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,Silver
Tigran Gevorg Martirosyan,Armenia,ARM,Summer,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,Bronze
Tigran Varban Martirosyan,Armenia,ARM,Summer,2008,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
Anita Mrton,Hungary,HUN,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Bronze
Martti Bertil Marttelin,Finland,FIN,Summer,1928,Amsterdam,Athletics,Athletics Men's Marathon,Bronze
Sergey Anatolyevich Martynov,Belarus,BLR,Summer,2000,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
Sergey Anatolyevich Martynov,Belarus,BLR,Summer,2004,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
Sergey Anatolyevich Martynov,Belarus,BLR,Summer,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Sergey Aleksandrovich Martynov,Unified Team,EUN,Summer,1992,Barcelona,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
Aleksandr Georgiyevich Martyshkin,Soviet Union,URS,Summer,1968,Mexico City,Rowing,Rowing Men's Coxed Eights,Bronze
Kei Marumo,Japan,JPN,Summer,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Karina Maruyama,Japan,JPN,Summer,2012,London,Football,Football Women's Football,Silver
Gyrgyi Marvalics-Szkely,Hungary,HUN,Summer,1960,Roma,Fencing,"Fencing Women's Foil, Team",Silver
John Marvin,United States,USA,Summer,1956,Melbourne,Sailing,Sailing Mixed One Person Dinghy,Bronze
Franco Marvulli,Switzerland,SUI,Summer,2004,Athina,Cycling,Cycling Men's Madison,Silver
Joachim Jerzy Marx,Poland,POL,Summer,1972,Munich,Football,Football Men's Football,Gold
Michael Marx,West Germany,FRG,Summer,1984,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Gustavo Marzi,Italy,ITA,Summer,1928,Amsterdam,Fencing,"Fencing Men's Sabre, Team",Silver
Gustavo Marzi,Italy,ITA,Summer,1932,Los Angeles,Fencing,"Fencing Men's Foil, Individual",Gold
Gustavo Marzi,Italy,ITA,Summer,1932,Los Angeles,Fencing,"Fencing Men's Foil, Team",Silver
Gustavo Marzi,Italy,ITA,Summer,1932,Los Angeles,Fencing,"Fencing Men's Sabre, Team",Silver
Gustavo Marzi,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men's Foil, Team",Gold
Gustavo Marzi,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men's Sabre, Individual",Silver
Gustavo Marzi,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men's Sabre, Team",Silver
Gianfranco Marzolla,Italy,ITA,Summer,1960,Roma,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Pierluigi Marzorati,Italy,ITA,Summer,1980,Moskva,Basketball,Basketball Men's Basketball,Silver
Linet Chepkwemoi Masai,Kenya,KEN,Summer,2008,Beijing,Athletics,"Athletics Women's 10,000 metres",Bronze
Daniele Masala,Italy,ITA,Summer,1984,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold
Daniele Masala,Italy,ITA,Summer,1984,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Team,Gold
Daniele Masala,Italy,ITA,Summer,1988,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
Bruno Miguel Mascarenhas Antunes,Italy,ITA,Summer,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Claude-Lon Mascaux,France,FRA,Summer,1924,Paris,Art Competitions,Art Competitions Mixed Sculpturing,Bronze
Javier Alejandro Mascherano,Argentina,ARG,Summer,2004,Athina,Football,Football Men's Football,Gold
Javier Alejandro Mascherano,Argentina,ARG,Summer,2008,Beijing,Football,Football Men's Football,Gold
Aldo Masciotta,Italy,ITA,Summer,1936,Berlin,Fencing,"Fencing Men's Sabre, Team",Silver
Manrico Masetti,Pistoja/Firenze,ITA,Summer,1906,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Aleksandr Anatolyevich Maseykov,Unified Team,EUN,Summer,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
"Jesse William ""John"" Mashburn",United States,USA,Summer,1956,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Ruslan Oleksandrovych Mashurenko,Ukraine,UKR,Summer,2000,Sydney,Judo,Judo Men's Middleweight,Bronze
Tomas Masiulis,Lithuania,LTU,Summer,2000,Sydney,Basketball,Basketball Men's Basketball,Bronze
Henry Maske,East Germany,GDR,Summer,1988,Seoul,Boxing,Boxing Men's Middleweight,Gold
Yevgeny Ivanovich Maskinskov,Soviet Union,URS,Summer,1956,Melbourne,Athletics,Athletics Men's 50 kilometres Walk,Silver
Darius Maskolinas,Lithuania,LTU,Summer,2000,Sydney,Basketball,Basketball Men's Basketball,Bronze
Vladimir Anatolyevich Maslennikov,Russia,RUS,Summer,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
Anatoly Yevstigneyevich Maslyonkin,Soviet Union,URS,Summer,1956,Melbourne,Football,Football Men's Football,Gold
Vojtech Masn,Czechoslovakia,TCH,Summer,1964,Tokyo,Football,Football Men's Football,Silver
Gerald Mason,Great Britain,GBR,Summer,1908,London,Lacrosse,Lacrosse Men's Lacrosse,Silver
Germaine Mason,Great Britain,GBR,Summer,2008,Beijing,Athletics,Athletics Men's High Jump,Silver
James Robert Mason,Australia,AUS,Summer,1968,Mexico City,Hockey,Hockey Men's Hockey,Silver
Michele Mary Mason-Brown,Australia,AUS,Summer,1964,Tokyo,Athletics,Athletics Women's High Jump,Silver
Mirza Nasir-ud-Din Masood,India,IND,Summer,1936,Berlin,Hockey,Hockey Men's Hockey,Gold
Paula Karina Masotta Biagetti,Argentina,ARG,Summer,2000,Sydney,Hockey,Hockey Women's Hockey,Silver
Vitaliano Masotti,Pistoja/Firenze,ITA,Summer,1906,Athina,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Antonio Maspes,Italy,ITA,Summer,1952,Helsinki,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
Alexandre Maspoli,France,FRA,Summer,1906,Athina,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Bronze
Valent Massana Gracia,Spain,ESP,Summer,1996,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,Bronze
Armand mile Nicolas Massard,France,FRA,Summer,1920,Antwerpen,Fencing,"Fencing Men's epee, Individual",Gold
Armand mile Nicolas Massard,France,FRA,Summer,1920,Antwerpen,Fencing,"Fencing Men's epee, Team",Bronze
Armand mile Nicolas Massard,France,FRA,Summer,1928,Amsterdam,Fencing,"Fencing Men's epee, Team",Silver
Kylie Jacqueline Masse,Canada,CAN,Summer,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Bronze
Daniela Masseroni,Italy,ITA,Summer,2004,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
